0.03380787540719856, 103.6715197542862
0.04463233689474058, 102.70358263555542
0.05869334442527905, 101.45644982379676
0.07721177075344379, 99.78656012669619
0.10155025712839956, 98.3808934829343
0.13351167093789948, 97.40855264664789
0.17558743404322744, 96.06629953568729
0.2309129051086132, 94.77689103539444
0.3035648188817031, 93.89967049830996
0.3990715665829942, 93.03301888335903
0.5246874140146813, 92.02897128067195
0.6895471963950389, 91.5322319403952
0.905785354750894, 91.58507655106294
1.1903243861410704, 91.15175074358748
1.5635755017965738, 91.22573319852232
2.0529303542456803, 91.8387306822681
2.694499053457057, 92.86391612922225
3.53587066200999, 94.12161786311447
4.64021410337541, 95.3159060642054
6.0898538231743835, 96.43621181036147
7.992014967818589, 97.6093621671853
10.247322451013487, 96.94469439745328
12.217910561006082, 94.25267249757046
13.695356642986052, 91.24158658172263
15.16615158706283, 87.92822949285534
16.791595151188762, 84.84738869092611
18.81692621287127, 82.16182557679156
21.611018151676404, 79.75140673553372
24.82130265079296, 77.2789835510924
27.813226837216114, 74.67480113738617
30.785039430919284, 71.94273476586402
34.071033586381134, 69.32692653781089
38.65466182148546, 66.71111830975777
45.519054042684694, 64.04548516307506
55.62180023729458, 61.6409714973585
68.81966149306902, 59.15433898427095
84.1089142483944, 56.538530756217824
105.38656238188355, 53.80646438469567
136.93173806075214, 52.11015238226122
179.95647228284645, 51.61341304198447
236.8470965807848, 49.38337047180585
311.6001740630144, 47.61836047550332
366.243801538968, 47.17975020696109
